Participant,Survey,Platform,File_date,Thirty_plus,Incomplete,Do_not_know,Correlation
R_1iqkjDJLUPyfyoM,List 3,Mturk,28-Jan-20,FALSE,0,0.193181818,0.8673695
R_12Q2gRifyDaEWED,List 3,Mturk,28-Jan-20,FALSE,0,0,0.208324804
R_3j7K1I81xvujGUO,List 3,Mturk,28-Jan-20,FALSE,0.006818182,0.063636364,-0.021334629
R_roMxQs20farjsOZ,List 3,Mturk,28-Jan-20,FALSE,0,0.140909091,-0.215566625
R_2afy5aKy5FUcI3x,List 3,Mturk,28-Jan-20,FALSE,0,0,0.089683737
R_2zOogS8a4T1wh0C,List 3,Mturk,28-Jan-20,FALSE,0.006818182,0.356818182,0.281250407
R_1fjbVIK0h2cDXUG,List 3,Mturk,28-Jan-20,FALSE,0,0.213636364,0.340702603
R_2955CmuW1voLbZn,List 3,Mturk,28-Jan-20,FALSE,0,0.106818182,-0.177291015
R_2v7gqthHq0n7THk,List 3,Mturk,28-Jan-20,FALSE,0,0.156818182,0.320937051
R_2aacTy2TWTMe0g2,List 3,Mturk,28-Jan-20,FALSE,0,0.009090909,0.720565372
R_25BbY5mfwW9o0uc,List 3,Mturk,28-Jan-20,FALSE,0,0.136363636,0.848277973
R_QaCBIlULkk26cy5,List 3,Mturk,28-Jan-20,FALSE,0,0.009090909,0.380255541
R_3h5Q17J3ZnJIvla,List 3,Mturk,28-Jan-20,FALSE,0,0.084090909,0.312972909
R_NWTzKC5e6cupYOZ,List 3,Mturk,28-Jan-20,FALSE,0.004545455,0.056818182,-0.315986803
R_1QMgdvzlMgKo8d6,List 3,Mturk,28-Jan-20,FALSE,0.002272727,0.072727273,-0.00493954
R_1gqDNS6ATVJIpdp,List 3,Mturk,28-Jan-20,FALSE,0,0.002272727,-0.086867368
R_3MGL1SUl4AFPjw1,List 3,Mturk,28-Jan-20,FALSE,0,0.125,0.233899982
R_27UJy6r7zTZyuv4,List 3,Mturk,28-Jan-20,FALSE,0.002272727,0.213636364,NA
R_2CDH2Ytw52bpNee,List 3,Mturk,28-Jan-20,FALSE,0.004545455,0.002272727,-0.27605352
R_3s4dk6zBwtDG6uc,List 3,Mturk,28-Jan-20,FALSE,0,0.004545455,0.441490201
R_117pXxHNJUsyswY,List 3,Mturk,28-Jan-20,FALSE,0.002272727,0.047727273,0.732880324
R_Webxo56K3BduBjP,List 3,Mturk,28-Jan-20,FALSE,0,0.320454545,-0.206557285
R_3029MiS089Mi0zP,List 3,Mturk,28-Jan-20,FALSE,0,0,-0.103985463
R_2w078z592Dj5vry,List 3,Mturk,28-Jan-20,FALSE,0,0.038636364,0.280180673
R_3KNM8XKCDWZXXdg,List 3,Mturk,28-Jan-20,FALSE,0.002272727,0.386363636,0.492516158
R_21sOhIFas3HIT28,List 3,Mturk,28-Jan-20,FALSE,0.002272727,0,-0.132484649
R_1onKllyGUgywFyu,List 3,Mturk,28-Jan-20,FALSE,0,0,0.258675059
R_2xKVeS5cxKDdWk8,List 3,Mturk,28-Jan-20,FALSE,0,0.202272727,0.471944835
R_ZrSeQAabbV7VIRj,List 3,Mturk,28-Jan-20,FALSE,0,0.165909091,0.755808153
R_3DnpsNT9VYlXr7v,List 3,Mturk,28-Jan-20,FALSE,0.006818182,0.088636364,0.653524422
R_832p88mOB0HZpJv,List 3,RPS,18-Mar-20,TRUE,0.022727273,0,NA
R_1GPUlIf1jufNWxr,List 3,RPS,18-Mar-20,FALSE,0,0.052272727,0.902084058
R_pAZlOq0UIxzh97j,List 3,RPS,18-Mar-20,FALSE,0,0.034090909,0.834876484
R_3JaxCAX9wC6nuPP,List 3,RPS,18-Mar-20,FALSE,0,0,0.375376861
R_1pAVaLoosbsqsht,List 3,RPS,18-Mar-20,FALSE,0.002272727,0.159090909,0.63311016
R_WkyV60C3gcqMNDr,List 3,RPS,18-Mar-20,FALSE,0,0.125284738,0.753014612
R_1eQ3H4pzipgzzds,List 3,RPS,18-Mar-20,FALSE,0,0.056818182,0.628141967
R_1eRF2TI2iuoep8M,List 3,RPS,18-Mar-20,FALSE,0,0.063636364,0.011697803
R_1H8qmlaawSYbNb4,List 3,RPS,18-Mar-20,FALSE,0,0.257403189,0.694086823
R_26gUwWFWshQCZtn,List 3,RPS,18-Mar-20,FALSE,0,0.022727273,0.637927523
R_1Cftet7jw9T6u5L,List 3,RPS,18-Mar-20,FALSE,0,0.075,0.840427424
R_O9YHDs1Vs0shLcl,List 3,RPS,18-Mar-20,FALSE,0,0.040909091,0.79593925
R_3pbeJIZigtJgscH,List 3,RPS,18-Mar-20,FALSE,0,0.402272727,0.537401902
R_3qC0KL5OLzyxVBz,List 3,RPS,18-Mar-20,FALSE,0,0.009090909,0.648689078
R_111KLKAqSRYRutM,List 3,RPS,18-Mar-20,FALSE,0,0.006818182,0.684799431
R_Y3NsB0s1JdGp6P7,List 3,RPS,18-Mar-20,FALSE,0.002272727,0.265909091,0.758513804
R_10PiLHG69sSytz7,List 3,RPS,25-Mar-20,FALSE,0,0.324200913,0.634081652
R_1OwuBfxINFq5zYw,List 3,RPS,25-Mar-20,TRUE,0.279545455,0,NA
R_1eQ1B0LNBKXLbMP,List 3,RPS,25-Mar-20,FALSE,0,0.204545455,0.806600701
R_DNp8DdXAY7IDI4x,List 3,RPS,25-Mar-20,FALSE,0,0.109339408,0.777993319
R_3lsQroC6a5iOToY,List 3,RPS,25-Mar-20,FALSE,0,0.113636364,0.604106571
R_SK0ukOM0n94iMql,List 3,RPS,25-Mar-20,FALSE,0,0.296127563,0.87044784
R_5t1ssX5kFpqHeV3,List 3,RPS,25-Mar-20,FALSE,0.011389522,0.166287016,0.878264969
R_3KrXdRJIfRhDNtP,List 3,RPS,25-Mar-20,FALSE,0.002277904,0.038724374,0.363229686
R_1mgxc4m1M4uXaVV,List 3,RPS,25-Mar-20,FALSE,0.061363636,0.163636364,0.711324201
R_1guSZHJgGckS2Of,List 3,RPS,25-Mar-20,FALSE,0,0.020454545,0.676650389
R_1fjisUi9B9T5KlK,List 3,RPS,25-Mar-20,FALSE,0,0.138636364,0.805414106
R_2400KKpEv2nL0Hz,List 3,RPS,25-Mar-20,FALSE,0,0.05,0.661477533
R_2qac6RrouNKVDcy,List 3,RPS,25-Mar-20,FALSE,0,0,0.23688579
R_1F9aavi6JMfiSrR,List 3,RPS,25-Mar-20,FALSE,0.002272727,0.015909091,0.630144112
R_11YOzgsEp79nr5Q,List 3,RPS,25-Mar-20,FALSE,0,0.027272727,0.439150306
R_24oWZ124IqiSjsZ,List 3,RPS,25-Mar-20,FALSE,0,0.020501139,0.23748313
R_2AEygq3ZVboqryZ,List 3,RPS,25-Mar-20,FALSE,0,0.28929385,0.689297556
R_1H1eYDch7yrTpOG,List 3,RPS,06-Apr-20,FALSE,0.004524887,0.099547511,0.38211941
R_2S9pOLzUPOTrfyr,List 3,RPS,06-Apr-20,FALSE,0.002262443,0,-0.050937917
R_24eFHAy9XVzki2u,List 3,RPS,06-Apr-20,FALSE,0,0.271232877,0.769789928
R_tQUuiQMiSXMsAnf,List 3,RPS,06-Apr-20,FALSE,0.002262443,0.194570136,0.72881722
R_3HRKGNdhHHAZEFL,List 3,RPS,06-Apr-20,TRUE,0,0.515837104,NA
R_PIh903aupQYqCBP,List 3,RPS,06-Apr-20,FALSE,0,0.258503401,0.580493994
R_D953foWy4WJoRjP,List 3,RPS,06-Apr-20,FALSE,0,0.099773243,0.753582102
R_3ETiq4rBkJfM1N5,List 3,RPS,06-Apr-20,FALSE,0,0.07239819,0.751290419
R_XnrgskV69xrwjKN,List 3,RPS,06-Apr-20,FALSE,0,0.167420814,0.91434836
R_1NCaMwnEXZKikMp,List 3,RPS,06-Apr-20,FALSE,0,0.042986425,-0.03522405
R_2wLBLs0R1Y4YEGl,List 3,RPS,06-Apr-20,FALSE,0,0.231292517,0.877659835
R_2WNpx3lE48pfcmv,List 3,RPS,22-Apr-20,FALSE,0.002267574,0.111111111,0.527435762
R_x9m1jpQodUoTddf,List 3,RPS,22-Apr-20,FALSE,0.006802721,0.235827664,0.604758737
R_3PbE2p8AlN2QlUq,List 3,Prolific,02-Jun-20,FALSE,0,0.210045662,0.44669129
R_3EuJcePnPohZ0qA,List 3,Prolific,02-Jun-20,FALSE,0.002272727,0,-0.29306667
R_2P5mTUzJs8Q1mqp,List 3,Prolific,02-Jun-20,FALSE,0,0.215909091,0.521630076
R_1P60zIirUUxckb1,List 3,Prolific,02-Jun-20,FALSE,0,0.404545455,0.120163707
R_2ck1o37YknREJmR,List 3,Prolific,02-Jun-20,FALSE,0,0.284090909,0.785237618
R_33yCNkPS6vyiFDT,List 3,Prolific,02-Jun-20,FALSE,0,0.330296128,0.82504819
R_1C3o8WT4rFFsIXX,List 3,Prolific,02-Jun-20,FALSE,0,0.181818182,0.68913458
R_3hAQkUjctMqKGsp,List 3,Prolific,02-Jun-20,FALSE,0,0.220454545,0.740487373
R_1duymY1BQoxKvTI,List 3,Prolific,02-Jun-20,FALSE,0,0.284738041,0.888537172
R_12Q1X4zyejiidK2,List 3,Prolific,22-Jun-20,FALSE,0,0.009111617,0.908564434
R_2wvsuQpDN0olYHw,List 3,Prolific,22-Jun-20,FALSE,0.00456621,0.091324201,0.314304804
R_2V8cjUy3luYWFKo,List 3,Prolific,22-Jun-20,FALSE,0,0.254545455,0.730953341
R_10xstiPQDxolsDQ,List 3,Prolific,22-Jun-20,FALSE,0,0.129840547,0.514924832
R_2pS2yL2kiFTTdEm,List 3,Prolific,22-Jun-20,FALSE,0,0.513636364,0.443356971
R_dmaLehHd60wYexr,List 3,Prolific,22-Jun-20,FALSE,0.004545455,0.081818182,0.54596141
R_un1aZyR8Lhix8zv,List 3,Prolific,22-Jun-20,FALSE,0,0.143181818,0.473725361
R_1C1JsA9B1rjHKKD,List 3,Prolific,22-Jun-20,FALSE,0,0.020454545,0.604438716
R_2WwLHXEaZ792AoN,List 3,Prolific,06-Jul-20,FALSE,0,0.289954338,0.797765439
R_5ndpzjI5SJJSBCF,List 3,Prolific,06-Jul-20,FALSE,0,0.429223744,0.768601973
R_10qHWyxO8aIdNMu,List 3,Prolific,06-Jul-20,FALSE,0,0.129545455,-0.301593357
R_2zTOjrakH6nZZet,List 3,Prolific,06-Jul-20,FALSE,0,0.056947608,0.803605155
R_dhg27bO020zVb9L,List 3,Prolific,06-Jul-20,FALSE,0,0.228310502,0.574947649
R_3KjeELJoDYp98UF,List 4,Mturk,28-Jan-20,FALSE,0,0.054545455,0.560350132
R_VPjeyEh4BDrGqKl,List 4,Mturk,28-Jan-20,FALSE,0,0.034090909,-0.271973683
R_3PIgIHdoxpp3Q54,List 4,Mturk,28-Jan-20,FALSE,0,0,-0.077550223
R_79ElOvR0O9zwaDT,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.354545455,-0.074139461
R_bswPEIKp9Ljl8o9,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.009090909,-0.252386798
R_12RbCk34jowiAB5,List 4,Mturk,28-Jan-20,FALSE,0.009090909,0.143181818,-0.480644365
R_1mmSQPnsJFPLfLb,List 4,Mturk,28-Jan-20,FALSE,0,0.15,-0.582753666
R_cRX5GvczjVXmvbr,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.002272727,-0.322593493
R_1KqdbZXSwg9nF99,List 4,Mturk,28-Jan-20,FALSE,0,0.247727273,-0.445387501
R_6Ga9PJVXCIAF3R7,List 4,Mturk,28-Jan-20,FALSE,0,0.395454545,0.236955515
R_1FhbKSnKGWTJvJW,List 4,Mturk,28-Jan-20,FALSE,0,0.015909091,0.854327382
R_2U0i8IPP1uKi0dj,List 4,Mturk,28-Jan-20,FALSE,0,0.006818182,0.40085433
R_2rxab4eH9vTRRkJ,List 4,Mturk,28-Jan-20,FALSE,0,0.011389522,-0.680774435
R_1pAmpbfmDNg78Hr,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.113636364,-0.177907695
R_PLPLYuuD4WTzhiF,List 4,Mturk,28-Jan-20,FALSE,0,0.020454545,0.234137487
R_1gI83GNTY9qIokJ,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.031818182,0.309721306
R_30162DxqqfNZ0oa,List 4,Mturk,28-Jan-20,FALSE,0,0.05,0.747335307
R_XRJt1Sd8GUxYfmx,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.161363636,0.141468968
R_1hEfNTodD21lL6Y,List 4,Mturk,28-Jan-20,FALSE,0,0.061363636,0.86966957
R_2uW1OPgcTousCRG,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.202272727,0.292311912
R_Oa6TElsmuAGw2UF,List 4,Mturk,28-Jan-20,FALSE,0,0.088636364,0.049749301
R_AiGVgLSIMq7vzaN,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.470454545,-0.104672225
R_2Eh4icgKLUnPwem,List 4,Mturk,28-Jan-20,FALSE,0,0,0.096976818
R_pFqCns7B1rIuTyp,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.063636364,0.659496457
R_1pX4xAXkxUG9NrD,List 4,Mturk,28-Jan-20,FALSE,0,0.120454545,0.838392345
R_28ZnplkswD8srea,List 4,Mturk,28-Jan-20,FALSE,0,0.009090909,-0.412493538
R_3rZekVnHgCK3Dqy,List 4,Mturk,28-Jan-20,FALSE,0,0.025056948,-0.076244209
R_8fcCzQMZY8KiK3v,List 4,Mturk,28-Jan-20,FALSE,0,0,0.228831583
R_1eyoHclsuUqzYBE,List 4,Mturk,28-Jan-20,FALSE,0,0.120454545,0.906721013
R_2Pb84eKjc8ih4wB,List 4,Mturk,28-Jan-20,FALSE,0,0.004545455,0.199556573
R_W2HlZHi9Z3tikmt,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.054545455,-0.137763278
R_2RaX2tPNuYwlWy1,List 4,Mturk,28-Jan-20,FALSE,0,0,-0.104041055
R_3kCbM367OGz1kFh,List 4,Mturk,28-Jan-20,FALSE,0,0.043181818,-0.456274024
R_SZXVVkgJGXC2tsR,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.022727273,-0.434717171
R_PNh8EOt195AAXWF,List 4,Mturk,28-Jan-20,FALSE,0.006818182,0.393181818,0.441298012
R_2CJkbQOW65bghxm,List 4,Mturk,28-Jan-20,FALSE,0,0,0.687883972
R_2Tpg5tzfaSwDSeA,List 4,Mturk,28-Jan-20,FALSE,0,0.152272727,0.805136671
R_1jeQiHOwfQidgjq,List 4,Mturk,28-Jan-20,FALSE,0,0.16856492,NA
R_12EHL6s3f21IEUl,List 4,Mturk,28-Jan-20,FALSE,0,0.229545455,0.746691144
R_2eR4a5SBRge2tPY,List 4,Mturk,28-Jan-20,FALSE,0,0.261363636,0.187907305
R_2w0iEPuj3Dmpfci,List 4,Mturk,28-Jan-20,FALSE,0,0.052272727,-0.035783173
R_1IuSWfjgGSBeCbH,List 4,Mturk,28-Jan-20,FALSE,0,0.025056948,0.816509446
R_pQzzAfMQ2zh1fFf,List 4,Mturk,28-Jan-20,FALSE,0,0.104545455,0.869436736
R_aWPWwbWsJGvUGiJ,List 4,Mturk,28-Jan-20,FALSE,0,0.034090909,0.829443654
R_SZvGm6dDz4IWiid,List 4,Mturk,28-Jan-20,FALSE,0,0.163636364,0.832712754
R_1F5jGzG00aMmxMs,List 4,Mturk,28-Jan-20,FALSE,0,0.227272727,0.655677559
R_1nPzvSdRGUCgfIo,List 4,Mturk,28-Jan-20,FALSE,0,0.013636364,0.418931694
R_1NtDZr7cswwAz0S,List 4,Mturk,28-Jan-20,FALSE,0,0.047727273,-0.196018772
R_De5p2eWVwIzgsSJ,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.015909091,-0.654680359
R_3JzvFfxlW0Co4EO,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.045454545,0.736401107
R_3f3REO3UF8u7t4d,List 4,Mturk,28-Jan-20,FALSE,0,0,0.475164203
R_2Xapgm66KDxjp3G,List 4,Mturk,28-Jan-20,FALSE,0,0.036363636,0.895178232
R_3dG2F8oKaLEQhnz,List 4,Mturk,28-Jan-20,FALSE,0,0.422727273,0.860938844
R_1Hnsg20p2f0QCDV,List 4,Mturk,28-Jan-20,FALSE,0,0,0.292908988
R_sCkqGnkSTGqgMFj,List 4,Mturk,28-Jan-20,TRUE,0,0,NA
R_2WOPNFx0UFNWok8,List 4,Mturk,28-Jan-20,FALSE,0,0.025,-0.364440804
R_7agSK8kuKpsoVl7,List 4,Mturk,28-Jan-20,FALSE,0.006818182,0.279545455,0.762226281
R_3KovlyIPSNZl189,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.013636364,-0.529537157
R_PzmXuVZkKm0cvzb,List 4,Mturk,28-Jan-20,FALSE,0,0,-0.109239429
R_3L6kmzv9rFaSBv8,List 4,Mturk,28-Jan-20,FALSE,0,0,0.021810617
R_Dp2aBQ3LVTiywVz,List 4,Mturk,28-Jan-20,FALSE,0,0.295454545,0.704385453
R_1MSN3CczrePYBr7,List 4,Mturk,28-Jan-20,FALSE,0,0.006818182,0.628335218
R_3MokG5CYl1KresM,List 4,Mturk,28-Jan-20,FALSE,0,0.068181818,0.794878519
R_3ek2PVpZT0yu0eN,List 4,Mturk,28-Jan-20,FALSE,0,0.154545455,0.519125231
R_SPG90VCPdF5HaQ9,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.072727273,-0.567461281
R_3g6jl6i4AQBbmxL,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.268181818,0.050195391
R_9tsqq5iy1dod5HH,List 4,Mturk,28-Jan-20,FALSE,0,0.002272727,-0.345868497
R_1kT7bhufxmMgWPq,List 4,Mturk,28-Jan-20,FALSE,0,0.202272727,0.953749194
R_2SvkkVgyngcOlM0,List 4,Mturk,28-Jan-20,FALSE,0,0.106818182,0.667311511
R_2f9SS6cPCDeTDCm,List 4,Mturk,28-Jan-20,FALSE,0,0.106818182,0.878437558
R_XYOuYcAAAo6JPLX,List 4,Mturk,28-Jan-20,FALSE,0.011363636,0.511363636,NA
R_2xVSqjtIpb8AOVT,List 4,Mturk,28-Jan-20,FALSE,0,0.261363636,0.803218921
R_ez0tiI7FGWPFypz,List 4,Mturk,28-Jan-20,FALSE,0,0.122727273,0.73639909
R_8vxjwMEmGFjQwRr,List 4,Mturk,28-Jan-20,FALSE,0,0.077272727,0.896932547
R_1nNoV5d5CDi1E0R,List 4,Mturk,28-Jan-20,FALSE,0,0.095454545,0.902340766
R_12EAlIyH04nsxf5,List 4,Mturk,28-Jan-20,FALSE,0,0.104545455,0.703512491
R_1gd4zjTtLJn73NX,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.113636364,0.894032032
R_3CCUPcZaoCFMY5I,List 4,Mturk,28-Jan-20,FALSE,0.022727273,0.013636364,0.642484291
R_2sYhKNHoBpyDZjk,List 4,Mturk,28-Jan-20,FALSE,0,0,-0.151553575
R_encrYIICBks1pex,List 4,Mturk,28-Jan-20,FALSE,0,0.1,-0.723033225
R_2ZIA2Z55w12Ukcl,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.456818182,-0.444859155
R_20VxvsHI8ztyeJR,List 4,Mturk,28-Jan-20,FALSE,0,0,-0.407969655
R_2xSkHLGA3V3CGMd,List 4,Mturk,28-Jan-20,FALSE,0,0.190909091,0.605061886
R_2PtExWsdh16Da1h,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.120454545,-0.080014974
R_1Cyk1cdXE3bkIiR,List 4,Mturk,28-Jan-20,FALSE,0,0.063636364,0.813814617
R_3315uFD3Nu66O50,List 4,Mturk,28-Jan-20,FALSE,0,0.161363636,0.652624572
R_3P4xxkAfhJbNZkq,List 4,Mturk,28-Jan-20,FALSE,0,0.038724374,0.069851623
R_Zwuv6CK82bCOGAh,List 4,Mturk,28-Jan-20,FALSE,0,0.036363636,0.82783832
R_O0E9kTeaOi98Zod,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.002272727,-0.145143301
R_2CKhtdGht4Fz6zL,List 4,Mturk,28-Jan-20,FALSE,0,0.109339408,0.893230165
R_28ASpPS1Yq81l0y,List 4,Mturk,28-Jan-20,FALSE,0,0.190909091,0.628193554
R_2aztIwShAdvGTAY,List 4,Mturk,28-Jan-20,FALSE,0,0.013636364,0.7689503
R_25Edtd7MVnEpv6T,List 4,Mturk,28-Jan-20,FALSE,0,0.097727273,-0.911108453
R_3PFcJWV6Ffe4yw0,List 4,Mturk,28-Jan-20,FALSE,0,0.009090909,0.633991768
R_2101jJ59umlOIPA,List 4,Mturk,28-Jan-20,FALSE,0,0.006818182,-0.205947936
R_1rBtItMWGJxO0G6,List 4,Mturk,28-Jan-20,FALSE,0.009090909,0.011363636,0.598948059
R_2z8u9KNPUvAzHFn,List 4,Mturk,28-Jan-20,FALSE,0,0.004545455,0.123481877
R_3qPzyG6US4zvd6c,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.006818182,-0.297950082
R_0DKkf9CrTVxXvvb,List 4,Mturk,28-Jan-20,FALSE,0,0.111363636,0.898381304
R_z8qn8q8dFXoqTa9,List 4,Mturk,28-Jan-20,FALSE,0.020454545,0.511363636,-0.230143654
R_3j25VIrOk2Skdan,List 4,Mturk,28-Jan-20,FALSE,0,0.009090909,-0.31729929
R_23WU4y7lG8rmnc3,List 4,Mturk,28-Jan-20,FALSE,0,0.063636364,0.939483629
R_1N4C0Scfx8J7ms9,List 4,Mturk,28-Jan-20,FALSE,0,0,-0.126308168
R_DODeD8KHEgMssyl,List 4,Mturk,28-Jan-20,FALSE,0,0.027272727,0.234326746
R_DzUSB06tdulByrD,List 4,Mturk,28-Jan-20,FALSE,0,0,0.231463207
R_2SCTQN5G8h1FPOq,List 4,Mturk,28-Jan-20,FALSE,0,0.065909091,0.057108613
R_3MQckfgjZu8cuRb,List 4,Mturk,28-Jan-20,FALSE,0,0.002277904,-0.108188303
R_3L0BOgWB54J5P9H,List 4,Mturk,28-Jan-20,FALSE,0,0.113636364,0.738633932
R_1Fxm9BLpSlkFIYX,List 4,Mturk,28-Jan-20,FALSE,0,0.202272727,0.773259497
R_2AG72UrVmfyASDf,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.034090909,0.743161067
R_2AQp3oqKkZHXfPL,List 4,Mturk,28-Jan-20,FALSE,0,0,0.288650127
R_1kXmLAtk2oZwPoG,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.354545455,-0.628469956
R_3lxZzxIRu1fa6G7,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.256818182,NA
R_Ackcqycc0K2Um9X,List 4,Mturk,28-Jan-20,FALSE,0.004555809,0.166287016,0.422161827
R_2CV98YZnaGE4XSv,List 4,Mturk,28-Jan-20,FALSE,0,0.081818182,0.684713915
R_3sgeDqgZrPPxKzT,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.225,0.827650874
R_dncIjMygzTNnaoN,List 4,Mturk,28-Jan-20,FALSE,0,0.106818182,0.599470015
R_UK2MIbqMXb7I6k1,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.075,-0.217804744
R_1FmQWCTEXtsY736,List 4,Mturk,28-Jan-20,FALSE,0.025,0.002272727,0.057806484
R_0CfyKBsf3z8JKMh,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.022727273,0.805869221
R_1l5gihwW9wAQhgP,List 4,Mturk,28-Jan-20,FALSE,0,0,NA
R_2sdq8KGV6wQ7Tfs,List 4,Mturk,28-Jan-20,FALSE,0.006818182,0.15,-0.698407965
R_3maDunyZSBFtKON,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.240909091,0.502714257
R_3imvnaQnpPwlALW,List 4,Mturk,28-Jan-20,FALSE,0,0.102272727,0.870919715
R_tMq1pOxu06nDAhX,List 4,Mturk,28-Jan-20,FALSE,0,0.002272727,0.295672572
R_2vZY3eoRL2IePk9,List 4,Mturk,28-Jan-20,FALSE,0,0.018223235,0.453546961
R_vklTRj3VsmaCCHL,List 4,Mturk,28-Jan-20,FALSE,0,0.029545455,0.149954719
R_r2vvjSIjyEeovw5,List 4,Mturk,28-Jan-20,FALSE,0.002277904,0.189066059,-0.505427054
R_10GEdPzGnmr8L4Q,List 4,Mturk,28-Jan-20,FALSE,0,0.486363636,NA
R_3isAQhlsC4Xsa4K,List 4,Mturk,28-Jan-20,FALSE,0,0,0.148563803
R_DG2gndRC5aRKnpn,List 4,Mturk,28-Jan-20,FALSE,0,0.109090909,0.865329812
R_25Lo1f5iKgBKdIA,List 4,Mturk,28-Jan-20,FALSE,0.043181818,0,0.65615417
R_AsyZu66DCSToNMd,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.011363636,0.788915714
R_9YK9irLmrWOaYh3,List 4,Mturk,28-Jan-20,FALSE,0,0,0.141466262
R_3Di5Li8vQkvYYws,List 4,Mturk,28-Jan-20,FALSE,0,0,0
R_1myZtMOnpeSnR2u,List 4,Mturk,28-Jan-20,FALSE,0,0.195454545,0.630558525
R_2rw4zN7PPuQJa0X,List 4,Mturk,28-Jan-20,FALSE,0,0.052272727,0.898111279
R_2yeVlEuBSGBoT3U,List 4,Mturk,28-Jan-20,FALSE,0,0,0.243197692
R_vObJm9nqhVvHvK9,List 4,Mturk,28-Jan-20,FALSE,0,0.140909091,0.049299776
R_SJoav1GEIPiVfd7,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.004545455,0.777199892
R_3GC96fdOfChsAKx,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.113636364,-0.158219178
R_2QA5fB4QYBn04iA,List 4,Mturk,28-Jan-20,TRUE,0.002272727,0.4,NA
R_2feyOUNbrzsF12c,List 4,Mturk,28-Jan-20,FALSE,0,0.070454545,0.947489254
R_2ZBSVsBQfeDREbc,List 4,Mturk,28-Jan-20,FALSE,0,0.286363636,0.956114777
R_1IpiwHui4tWgHq1,List 4,Mturk,28-Jan-20,FALSE,0,0.070454545,0.796980069
R_vGiH8gDlpkvONB7,List 4,Mturk,28-Jan-20,FALSE,0,0.020454545,0.608600599
R_6eSTFZJUjGLBhQZ,List 4,Mturk,28-Jan-20,FALSE,0,0.029545455,0.697218529
R_3nSLhasqtdMQCD3,List 4,Mturk,28-Jan-20,FALSE,0,0.572727273,-0.230655851
R_yklW3s9QWp7xDB7,List 4,Mturk,28-Jan-20,FALSE,0,0.118181818,0.923472979
R_2UW8wUjJNoQkF7S,List 4,Mturk,28-Jan-20,TRUE,0.059090909,0.002272727,NA
R_1dplNquJWl5tkWr,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.002272727,-0.412449198
R_3L5R4GPEMPeA8Dr,List 4,Mturk,28-Jan-20,FALSE,0,0,0.26187905
R_2as25Tu74kaBhsm,List 4,Mturk,28-Jan-20,FALSE,0.006818182,0.004545455,-0.236791108
R_1H7gnISI6iQNFLo,List 4,Mturk,28-Jan-20,FALSE,0,0.020454545,0.209747032
R_9BImukrOYvOjQVr,List 4,Mturk,28-Jan-20,FALSE,0,0,NA
R_3oUaFbp45CIPEue,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.002272727,0.61215584
R_1PcHJEecfqnXV3S,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.125,0.715029925
R_BynZ5SNftSwlS93,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0,0.679949426
R_1CKgxF3dx087CaX,List 4,Mturk,28-Jan-20,FALSE,0.002272727,0.147727273,0.708694238
R_2pRgk4RkPix9knS,List 4,Mturk,28-Jan-20,FALSE,0,0.018181818,0.159296985
R_239wNGF1Irbv3aN,List 4,Mturk,28-Jan-20,FALSE,0,0.009090909,0.593381147
R_1nUctqgV3Bc2QLg,List 4,Mturk,28-Jan-20,FALSE,0.004545455,0.152272727,0.243654648
